,name,lng,lat,oficina_principal,totalOffices,category_code,number_of_employees,founded_year,total_money_raised,ciudad
1949,BabbleStream,-121.13924,38.650095,"{'type': 'Point', 'coordinates': [-121.13924, 38.650095]}",1,mobile,3,2007.0,0.0,Folsom
1950,Atigeo,-122.2016685,47.6174533,"{'type': 'Point', 'coordinates': [-122.2016685, 47.6174533]}",1,software,50,2005.0,5390000.0,Bellevue
1951,Adlib Software,-79.7955702,43.3590652,"{'type': 'Point', 'coordinates': [-79.7955702, 43.3590652]}",1,software,75,2000.0,0.0,Burlington
1952,Micro Focus,-1.3311934,51.406245,"{'type': 'Point', 'coordinates': [-1.3311934, 51.406245]}",1,enterprise,591,1976.0,0.0,
1953,Wikimapia,70.8429444,31.8498159,"{'type': 'Point', 'coordinates': [70.8429444, 31.8498159]}",1,web,6,2006.0,0.0,D.I.Khan
1954,Lyft,-122.4007846,37.7899027,"{'type': 'Point', 'coordinates': [-122.4007846, 37.7899027]}",1,software,180,2007.0,82500000.0,San Francisco
1955,LastPass,-77.258954,38.9005,"{'type': 'Point', 'coordinates': [-77.258954, 38.9005]}",1,security,8,2008.0,0.0,Fairfax
1956,Closet Couture,-118.5475,34.078345,"{'type': 'Point', 'coordinates': [-118.5475, 34.078345]}",1,ecommerce,4,2007.0,475000.0,Pacific Palisades
1957,FohBoh,-122.4010019,37.7924253,"{'type': 'Point', 'coordinates': [-122.4010019, 37.7924253]}",1,social,4,2007.0,750000.0,San Jose
1958,CSC,-77.214756,38.859879,"{'type': 'Point', 'coordinates': [-77.214756, 38.859879]}",1,consulting,90000,1959.0,0.0,Falls Church
1959,dimension5 labs,-105.9484344,35.6746751,"{'type': 'Point', 'coordinates': [-105.9484344, 35.6746751]}",1,advertising,11,2008.0,0.0,Santa Fe
1960,Mobclix,-122.158497,37.448598,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}",1,mobile,26,2008.0,0.0,Palo Alto
1961,Demandbase,-122.400346,37.796843,"{'type': 'Point', 'coordinates': [-122.400346, 37.796843]}",1,analytics,80,2006.0,33000000.0,San Francisco
1962,Diditz,77.210726,28.554777,"{'type': 'Point', 'coordinates': [77.210726, 28.554777]}",1,network_hosting,2,2008.0,0.0,New Delhi
1963,NationWide Auto Lending,-80.852317,35.01647,"{'type': 'Point', 'coordinates': [-80.852317, 35.01647]}",1,web,23,2006.0,0.0,Charlotte
1964,Wevod,2.321213,48.846726,"{'type': 'Point', 'coordinates': [2.321213, 48.846726]}",1,games_video,8,2006.0,338549.99998969113,Paris
1965,NewMarCom,4.890314,52.352201,"{'type': 'Point', 'coordinates': [4.890314, 52.352201]}",1,consulting,1,2008.0,0.0,Amsterdam
1966,LeapRE,-87.65318,41.94038,"{'type': 'Point', 'coordinates': [-87.65318, 41.94038]}",1,advertising,11,2005.0,0.0,Chicago
1967,ShopCastTV,-122.3943387,37.7881481,"{'type': 'Point', 'coordinates': [-122.3943387, 37.7881481]}",1,mobile,5,2007.0,0.0,San Francisco
1968,Me-trics,-83.128937,42.484985,"{'type': 'Point', 'coordinates': [-83.128937, 42.484985]}",1,public_relations,3,2007.0,0.0,Royal Oak
1969,OMS SafeHarbor,-71.305778,42.64245,"{'type': 'Point', 'coordinates': [-71.305778, 42.64245]}",1,software,35,2001.0,0.0,Lowell
1970,cosinity,-111.8566,33.3176,"{'type': 'Point', 'coordinates': [-111.8566, 33.3176]}",1,web,1,2008.0,0.0,Chandler
1971,Courion Corporation,-71.436358,42.309399,"{'type': 'Point', 'coordinates': [-71.436358, 42.309399]}",1,software,175,1996.0,840000.0,Westborough
1972,Adgregate Markets,-122.490586,37.864435,"{'type': 'Point', 'coordinates': [-122.490586, 37.864435]}",1,ecommerce,20,2008.0,0.0,Sausalito
1973,MicroBilt Corporation,-84.597071,34.011396,"{'type': 'Point', 'coordinates': [-84.597071, 34.011396]}",2,software,75,1978.0,0.0,Kennesaw
1974,Birdpost,-122.182824,37.452011,"{'type': 'Point', 'coordinates': [-122.182824, 37.452011]}",1,web,4,2007.0,350000.0,Menlo Park
1975,TextMarks,-122.428193,37.79289,"{'type': 'Point', 'coordinates': [-122.428193, 37.79289]}",1,mobile,5,2007.0,0.0,San Francisco
1976,AMAX Global Services,-121.933191,37.501065,"{'type': 'Point', 'coordinates': [-121.933191, 37.501065]}",1,software,200,2000.0,45000.0,Fremont
1977,iCharts,-122.012475,37.384239,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}",1,analytics,16,2008.0,3100000.0,Sunnyvale
1978,Tingz,-83.918392,35.963029,"{'type': 'Point', 'coordinates': [-83.918392, 35.963029]}",1,software,5,2007.0,280000.0,Knoxville
1979,Spotmau Corporation,-95.3082988,29.985528,"{'type': 'Point', 'coordinates': [-95.3082988, 29.985528]}",1,software,70,2006.0,0.0,Humble
1980,plaYce,-122.438231,37.80204,"{'type': 'Point', 'coordinates': [-122.438231, 37.80204]}",1,games_video,7,2008.0,0.0,San Francisco
1981,Having Things Done,-87.6316617,41.8908028,"{'type': 'Point', 'coordinates': [-87.6316617, 41.8908028]}",1,other,5,2008.0,0.0,Chicago
1982,Virsona,-80.097933,26.383036,"{'type': 'Point', 'coordinates': [-80.097933, 26.383036]}",1,web,13,2007.0,0.0,Boca Raton
1983,MetaPack,-0.111242,51.52216,"{'type': 'Point', 'coordinates': [-0.111242, 51.52216]}",1,software,30,1999.0,20500000.0,London
1984,IdenIve,-88.294854,41.931912,"{'type': 'Point', 'coordinates': [-88.294854, 41.931912]}",1,web,1,2008.0,0.0,St Charles
1985,Thomson Reuters,-73.9871847,40.7564318,"{'type': 'Point', 'coordinates': [-73.9871847, 40.7564318]}",1,public_relations,50000,2008.0,0.0,New York
1986,PERSONALRIA,-122.4721542,45.6667514,"{'type': 'Point', 'coordinates': [-122.4721542, 45.6667514]}",1,web,3,,0.0,Vancouver
1987,TradeCard,-74.007801,40.707729,"{'type': 'Point', 'coordinates': [-74.007801, 40.707729]}",1,enterprise,130,1999.0,44900000.0,New York
1988,Bojam,-122.158497,37.448598,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}",1,games_video,5,2008.0,0.0,Palo Alto
1989,Producteev,-73.983656,40.775309,"{'type': 'Point', 'coordinates': [-73.983656, 40.775309]}",1,software,10,2008.0,1310000.0,New York
1990,Twonq,-122.403223,37.794124,"{'type': 'Point', 'coordinates': [-122.403223, 37.794124]}",2,web,3,2008.0,800000.0,San Francisco
1991,The Impartial Observer,-75.163808,39.951639,"{'type': 'Point', 'coordinates': [-75.163808, 39.951639]}",1,web,4,2008.0,0.0,Philadelphia
1992,AdRocket,-122.419204,37.775196,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",1,advertising,5,2008.0,1000000.0,San Francisco
1993,StudioNow,-86.796377,36.13996,"{'type': 'Point', 'coordinates': [-86.796377, 36.13996]}",1,photo_video,18,2007.0,15300000.0,Nashville
1994,eLagaan,77.594376,12.971606,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}",2,web,20,2008.0,0.0,Bangalore
1995,Papervitamins,-73.986951,40.756054,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",2,web,2,2008.0,0.0,
1996,Tesaris,-112.032503,40.502908,"{'type': 'Point', 'coordinates': [-112.032503, 40.502908]}",1,software,4,2006.0,230000.0,Herriman
1997,VideoSurf,-122.325248,37.561877,"{'type': 'Point', 'coordinates': [-122.325248, 37.561877]}",1,hardware,35,1840.0,28000000.0,San Mateo
1998,Acxiom,-92.2647169,34.7453104,"{'type': 'Point', 'coordinates': [-92.2647169, 34.7453104]}",1,software,6200,1969.0,0.0,Little Rock
1999,Burt,18.036587,59.337864,"{'type': 'Point', 'coordinates': [18.036587, 59.337864]}",1,advertising,30,2009.0,3500000.0,Gothenburg
2000,CropMom,-117.062239,32.981201,"{'type': 'Point', 'coordinates': [-117.062239, 32.981201]}",1,software,3,2008.0,0.0,Poway
2001,GoodGuide,-122.4000032,37.7983181,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}",1,web,10,2007.0,14200000.0,San Francisco
2002,360 Sports Software,-73.518183,40.72267,"{'type': 'Point', 'coordinates': [-73.518183, 40.72267]}",1,games_video,1,2007.0,0.0,Levittown
2003,API Outsourcing,-93.140619,44.849776,"{'type': 'Point', 'coordinates': [-93.140619, 44.849776]}",1,other,130,1998.0,0.0,St. Paul
2004,Kangalope,-74.756197,40.878861,"{'type': 'Point', 'coordinates': [-74.756197, 40.878861]}",1,advertising,1,2008.0,0.0,Budd Lake
2005,Draconis Software,-71.127173,42.505524,"{'type': 'Point', 'coordinates': [-71.127173, 42.505524]}",1,web,5,2003.0,0.0,Woburn
2006,Where I've Been,-87.686634,41.916619,"{'type': 'Point', 'coordinates': [-87.686634, 41.916619]}",1,travel,9,2007.0,1750000.0,Chicago
2007,Swype,-122.3497956,47.6495905,"{'type': 'Point', 'coordinates': [-122.3497956, 47.6495905]}",1,software,80,2002.0,13900000.0,Seattle
2008,ProCPR,-85.5950353,43.0530176,"{'type': 'Point', 'coordinates': [-85.5950353, 43.0530176]}",1,health,12,2002.0,0.0,Grand Rapids
2009,Multiplied Media,-114.068589,51.001833,"{'type': 'Point', 'coordinates': [-114.068589, 51.001833]}",1,other,40,2002.0,0.0,Calgary
2010,SpeakerMatch,-97.765313,30.379593,"{'type': 'Point', 'coordinates': [-97.765313, 30.379593]}",1,web,7,2002.0,0.0,Austin
2011,Quant the News,-118.414064,34.054259,"{'type': 'Point', 'coordinates': [-118.414064, 34.054259]}",1,web,2,2007.0,150000.0,Los Angeles
2012,Clickbooth,-82.452554,27.339496,"{'type': 'Point', 'coordinates': [-82.452554, 27.339496]}",1,other,126,2002.0,0.0,Sarasota
2013,911ice,-121.987122,37.228232,"{'type': 'Point', 'coordinates': [-121.987122, 37.228232]}",1,web,4,2008.0,0.0,Los Gatos
2014,InterKnowlogy,-117.294336,33.136055,"{'type': 'Point', 'coordinates': [-117.294336, 33.136055]}",1,software,30,1999.0,0.0,Carlsbad
2015,iWeb Technologies,-73.54266,45.467876,"{'type': 'Point', 'coordinates': [-73.54266, 45.467876]}",1,network_hosting,210,1996.0,34500000.0,"Montreal, Qu̩bec"
2016,FMYI,-122.6687628,45.5349042,"{'type': 'Point', 'coordinates': [-122.6687628, 45.5349042]}",2,software,16,2004.0,0.0,Portland
2017,Viscape,-77.103339,38.881579,"{'type': 'Point', 'coordinates': [-77.103339, 38.881579]}",1,other,7,2008.0,0.0,Arlington
2018,SiteRapture,-118.348198,34.062262,"{'type': 'Point', 'coordinates': [-118.348198, 34.062262]}",1,network_hosting,1,2007.0,0.0,Los Angeles
2019,Angstro,-122.163139,37.444393,"{'type': 'Point', 'coordinates': [-122.163139, 37.444393]}",1,software,4,2007.0,225000.0,Palo Alto
2020,IncSpring,-98.488402,29.520005,"{'type': 'Point', 'coordinates': [-98.488402, 29.520005]}",1,public_relations,9,2008.0,0.0,San Antonio
2021,TopNotchThemes,-122.4186,37.7753,"{'type': 'Point', 'coordinates': [-122.4186, 37.7753]}",1,ecommerce,5,2008.0,0.0,San Francisco
2022,EdigmaHealthCare,-9.146273,38.738542,"{'type': 'Point', 'coordinates': [-9.146273, 38.738542]}",1,web,30,2007.0,0.0,Lisbon
2023,Foodista,-122.3564234,47.6254784,"{'type': 'Point', 'coordinates': [-122.3564234, 47.6254784]}",1,hospitality,3,2008.0,1300000.0,Seattle
2024,iThryv,-97.4913054,35.428318,"{'type': 'Point', 'coordinates': [-97.4913054, 35.428318]}",1,web,8,2007.0,0.0,
2025,Visible Pixel,-122.0686077,37.9715275,"{'type': 'Point', 'coordinates': [-122.0686077, 37.9715275]}",1,web,1,2007.0,0.0,Pleasant Hill
2026,Telespree,-122.391011,37.777092,"{'type': 'Point', 'coordinates': [-122.391011, 37.777092]}",1,software,20,1998.0,1000000.0,San Francisco
2027,Lime Productions,-87.61694,41.893397,"{'type': 'Point', 'coordinates': [-87.61694, 41.893397]}",1,web,5,2005.0,0.0,Chicago
2028,Aventure Host,-5.919693,54.649575,"{'type': 'Point', 'coordinates': [-5.919693, 54.649575]}",1,network_hosting,10,2003.0,0.0,Belfast
2029,Pepmall,-88.10135,44.528743,"{'type': 'Point', 'coordinates': [-88.10135, 44.528743]}",1,ecommerce,2,2008.0,0.0,
2030,Intera,15.875225,46.419467,"{'type': 'Point', 'coordinates': [15.875225, 46.419467]}",1,software,12,,0.0,Ptuj
2031,2Big2Send,-1.221595,51.734276,"{'type': 'Point', 'coordinates': [-1.221595, 51.734276]}",1,web,2,2007.0,0.0,Oxford
2032,splaht!,-80.83722,35.208745,"{'type': 'Point', 'coordinates': [-80.83722, 35.208745]}",1,web,2,2008.0,0.0,Charlotte
2033,Project Amarillo,-101.905099,33.5159679,"{'type': 'Point', 'coordinates': [-101.905099, 33.5159679]}",1,games_video,5,2005.0,0.0,Amarillo
2034,Susuh,13.419282,52.512271,"{'type': 'Point', 'coordinates': [13.419282, 52.512271]}",1,advertising,2,2007.0,0.0,Berlin
2035,frankst0ned,145.123041,-38.141777,"{'type': 'Point', 'coordinates': [145.123041, -38.141777]}",1,web,3,2001.0,0.0,Frankston
2036,Esagrafica Service Solutions,9.126291,45.409118,"{'type': 'Point', 'coordinates': [9.126291, 45.409118]}",1,hardware,10,,0.0,Assago
2037,Daily Flat Rental,-3.703248,40.412323,"{'type': 'Point', 'coordinates': [-3.703248, 40.412323]}",1,ecommerce,2,2008.0,0.0,Madrid
2038,Libertas Academica,174.729567,-36.74277,"{'type': 'Point', 'coordinates': [174.729567, -36.74277]}",1,web,6,2004.0,0.0,Auckland
2039,HILTI,9.5236102,47.1806631,"{'type': 'Point', 'coordinates': [9.5236102, 47.1806631]}",1,other,19000,,0.0,Schaan
2040,TownConnect,-71.255848,42.396986,"{'type': 'Point', 'coordinates': [-71.255848, 42.396986]}",1,other,4,2006.0,0.0,Waltham
2041,Aventure Media,-5.919693,54.649575,"{'type': 'Point', 'coordinates': [-5.919693, 54.649575]}",1,web,10,2003.0,0.0,Belfast
2042,Intela,-105.278785,40.058448,"{'type': 'Point', 'coordinates': [-105.278785, 40.058448]}",2,advertising,70,2006.0,13300000.0,Boulder
2043,Spare Change Payments,-122.055177,37.323234,"{'type': 'Point', 'coordinates': [-122.055177, 37.323234]}",1,web,8,2008.0,382931.79505085095,Cupertino
2044,GreenLogic India Tecnologies,77.5833979,12.9093426,"{'type': 'Point', 'coordinates': [77.5833979, 12.9093426]}",1,advertising,10,,0.0,Bangalore
2045,Mexuar Communications,-2.335605,53.465082,"{'type': 'Point', 'coordinates': [-2.335605, 53.465082]}",1,software,12,2005.0,0.0,Manchester
2046,Carribean International trading,-80.3728937,26.120726,"{'type': 'Point', 'coordinates': [-80.3728937, 26.120726]}",1,public_relations,25,2001.0,0.0,Weston
2047,Emerginvest,-71.113686,42.374396,"{'type': 'Point', 'coordinates': [-71.113686, 42.374396]}",1,web,3,2007.0,0.0,Cambridge
2048,BrainyAtom,-78.862414,35.633134,"{'type': 'Point', 'coordinates': [-78.862414, 35.633134]}",1,ecommerce,2,2008.0,0.0,Holly Springs
2049,IPO,17.016446,51.110381,"{'type': 'Point', 'coordinates': [17.016446, 51.110381]}",1,web,15,2007.0,0.0,Wroclaw
2050,Wonsys,9.214761,45.468399,"{'type': 'Point', 'coordinates': [9.214761, 45.468399]}",2,consulting,3,2006.0,0.0,Milan
2051,Cignis,10.47651,59.852826,"{'type': 'Point', 'coordinates': [10.47651, 59.852826]}",1,enterprise,3,2007.0,20000.0,Hvalstad
2052,Jorbb,103.861929,1.308655,"{'type': 'Point', 'coordinates': [103.861929, 1.308655]}",1,web,3,2008.0,0.0,Singapore
2053,Propertyshark,-73.954391,40.719436,"{'type': 'Point', 'coordinates': [-73.954391, 40.719436]}",1,ecommerce,45,2003.0,0.0,New York City
2054,HexaCorp,-74.464286,40.554887,"{'type': 'Point', 'coordinates': [-74.464286, 40.554887]}",2,software,100,2001.0,0.0,Somerset
2055,RentBureau,-84.386384,33.792535,"{'type': 'Point', 'coordinates': [-84.386384, 33.792535]}",1,web,12,2006.0,0.0,Atlanta
2056,Pogostick,-84.523571,33.841783,"{'type': 'Point', 'coordinates': [-84.523571, 33.841783]}",1,software,2,2007.0,0.0,Atlanta
2057,Adaptive Technologies(ATi),-111.983364,33.58308,"{'type': 'Point', 'coordinates': [-111.983364, 33.58308]}",1,other,12,2000.0,0.0,Phoenix
2058,Stationery Style,-86.707805,33.430111,"{'type': 'Point', 'coordinates': [-86.707805, 33.430111]}",1,other,25,2006.0,0.0,Birmingham
2059,Adprecision,-2.249752,53.47363,"{'type': 'Point', 'coordinates': [-2.249752, 53.47363]}",1,advertising,15,2006.0,0.0,Manchester
2060,Davai Design,-73.63222,45.496141,"{'type': 'Point', 'coordinates': [-73.63222, 45.496141]}",1,web,5,2003.0,0.0,Montreal
2061,Dooit,12.22861,45.657409,"{'type': 'Point', 'coordinates': [12.22861, 45.657409]}",1,software,10,2008.0,0.0,Treviso
2062,Motorator,-118.440266,33.987216,"{'type': 'Point', 'coordinates': [-118.440266, 33.987216]}",1,ecommerce,7,2007.0,160000.0,Marina Del Rey
2063,RouteYou,3.75144,51.044163,"{'type': 'Point', 'coordinates': [3.75144, 51.044163]}",1,search,7,2005.0,0.0,Ghent
2064,Fancorps,-97.981336,30.369586,"{'type': 'Point', 'coordinates': [-97.981336, 30.369586]}",1,network_hosting,10,2005.0,100000.0,Dallas
2065,BiggerPockets,-104.988123,39.755092,"{'type': 'Point', 'coordinates': [-104.988123, 39.755092]}",1,web,3,2004.0,0.0,Denver
2066,Intelligenes,67.0806218,24.9068278,"{'type': 'Point', 'coordinates': [67.0806218, 24.9068278]}",1,software,13,2005.0,0.0,Karachi
2067,ConnectSolutions,-122.347745,37.580093,"{'type': 'Point', 'coordinates': [-122.347745, 37.580093]}",1,enterprise,50,2007.0,10000000.0,San Francisco
2068,Briteclick,-74.01312,40.708093,"{'type': 'Point', 'coordinates': [-74.01312, 40.708093]}",1,search,4,2007.0,0.0,
2069,BLOG08,4.891592,52.361477,"{'type': 'Point', 'coordinates': [4.891592, 52.361477]}",1,other,5,2008.0,0.0,Amsterdam
2070,Spectrum Bridge,-81.334464,28.757202,"{'type': 'Point', 'coordinates': [-81.334464, 28.757202]}",1,network_hosting,32,2007.0,23300000.0,Lake Mary
2071,FiveSprockets,-117.158793,32.717797,"{'type': 'Point', 'coordinates': [-117.158793, 32.717797]}",1,public_relations,10,2007.0,0.0,San Diego
2072,Shastic,-122.2987371,37.8650275,"{'type': 'Point', 'coordinates': [-122.2987371, 37.8650275]}",1,software,4,2008.0,0.0,Berkeley
2073,Stylesight,-74.000827,40.730763,"{'type': 'Point', 'coordinates': [-74.000827, 40.730763]}",1,fashion,200,2004.0,26000000.0,NEW YORK
2074,SayType,-121.432307,38.623596,"{'type': 'Point', 'coordinates': [-121.432307, 38.623596]}",1,mobile,0,2007.0,0.0,Sacramento
2075,BakeSpace,-118.353624,34.098028,"{'type': 'Point', 'coordinates': [-118.353624, 34.098028]}",1,web,4,2006.0,0.0,Los Angeles
2076,Call Me Later,-80.29413,25.916982,"{'type': 'Point', 'coordinates': [-80.29413, 25.916982]}",1,web,25,2008.0,0.0,Miami
2077,Lolapps,-122.3999719,37.7870923,"{'type': 'Point', 'coordinates': [-122.3999719, 37.7870923]}",1,web,65,2008.0,4000000.0,San Francisco
2078,LooseHead Software,-122.227995,37.487281,"{'type': 'Point', 'coordinates': [-122.227995, 37.487281]}",1,mobile,6,2004.0,500000.0,Redwood City
2079,PIEmatrix,-73.215187,44.476379,"{'type': 'Point', 'coordinates': [-73.215187, 44.476379]}",1,web,10,2005.0,0.0,Burlington
2080,Vlytics,-76.9979517,38.8851407,"{'type': 'Point', 'coordinates': [-76.9979517, 38.8851407]}",1,other,1,2008.0,0.0,Washington
2081,SmartTouch Mobile,-117.274609,32.847521,"{'type': 'Point', 'coordinates': [-117.274609, 32.847521]}",1,mobile,25,2007.0,0.0,La Jolla
2082,QFx Solutions Ltd,-1.103537,52.6168,"{'type': 'Point', 'coordinates': [-1.103537, 52.6168]}",1,consulting,5,2003.0,0.0,Leicester
2083,SnapPages,-97.77512,30.443493,"{'type': 'Point', 'coordinates': [-97.77512, 30.443493]}",1,web,4,2008.0,0.0,Austin
2084,Inuvo,-82.702449,27.913011,"{'type': 'Point', 'coordinates': [-82.702449, 27.913011]}",1,advertising,50,2009.0,4200000.0,Clearwater
2085,IT Matters,-114.083713,51.046142,"{'type': 'Point', 'coordinates': [-114.083713, 51.046142]}",1,consulting,30,2001.0,0.0,Calgary
2086,Jibidee,-82.451141,27.98141,"{'type': 'Point', 'coordinates': [-82.451141, 27.98141]}",1,other,4,2007.0,0.0,Tampa
2087,Band Metrics,-84.3884,33.7486,"{'type': 'Point', 'coordinates': [-84.3884, 33.7486]}",1,music,5,2008.0,0.0,Atlanta
2088,TickerGram,-88.239237,40.090392,"{'type': 'Point', 'coordinates': [-88.239237, 40.090392]}",1,web,2,2008.0,0.0,Champaign
2089,Ninety Degree Internet Software (90di),78.212494,12.527394,"{'type': 'Point', 'coordinates': [78.212494, 12.527394]}",1,search,20,2007.0,0.0,Bangalore
2090,Mashed Life,-122.012707,37.386441,"{'type': 'Point', 'coordinates': [-122.012707, 37.386441]}",1,web,14,2007.0,0.0,Sunnyvale
2091,AdSide,-73.991123,40.753931,"{'type': 'Point', 'coordinates': [-73.991123, 40.753931]}",1,advertising,14,2007.0,0.0,New York
2092,Altos Research,-122.0786234,37.3923684,"{'type': 'Point', 'coordinates': [-122.0786234, 37.3923684]}",1,ecommerce,5,2006.0,0.0,Mountain View
2093,UpdateStar,13.285504,52.583651,"{'type': 'Point', 'coordinates': [13.285504, 52.583651]}",1,software,5,2008.0,0.0,Berlin
2094,iBit-Lab,-77.05856,38.813998,"{'type': 'Point', 'coordinates': [-77.05856, 38.813998]}",1,software,3,2007.0,0.0,Alexandria
2095,GolterGraphix,-70.9903438,43.3104064,"{'type': 'Point', 'coordinates': [-70.9903438, 43.3104064]}",1,public_relations,27,2001.0,0.0,Rochester
2096,ShipCompliant,-105.252306,40.014129,"{'type': 'Point', 'coordinates': [-105.252306, 40.014129]}",1,ecommerce,20,,0.0,Boulder
2097,CheckMarket,4.958736,51.321354,"{'type': 'Point', 'coordinates': [4.958736, 51.321354]}",1,enterprise,15,2003.0,0.0,Turnhout
2098,Intelleractive,-118.795355,34.155251,"{'type': 'Point', 'coordinates': [-118.795355, 34.155251]}",1,advertising,4,,0.0,Westlake Village
2099,ContestMachine,-83.245467,42.47715,"{'type': 'Point', 'coordinates': [-83.245467, 42.47715]}",1,public_relations,3,2008.0,0.0,Southfield
2100,uTag,151.207114,-33.867139,"{'type': 'Point', 'coordinates': [151.207114, -33.867139]}",1,web,5,2008.0,0.0,Sydney
2101,Groqit,-123.565171,45.1748,"{'type': 'Point', 'coordinates': [-123.565171, 45.1748]}",1,hardware,2,2005.0,0.0,Willamina
2102,Samepoint,-73.999675,40.741441,"{'type': 'Point', 'coordinates': [-73.999675, 40.741441]}",1,web,5,2008.0,0.0,New York
2103,Easy-IT,3.9022353,43.6569655,"{'type': 'Point', 'coordinates': [3.9022353, 43.6569655]}",1,web,3,2006.0,0.0,JACOU
2104,Scripped,-122.4194155,37.7749295,"{'type': 'Point', 'coordinates': [-122.4194155, 37.7749295]}",1,software,4,2007.0,700000.0,San Francisco
2105,InnerRewards,-122.404403,37.78691,"{'type': 'Point', 'coordinates': [-122.404403, 37.78691]}",2,ecommerce,9,2008.0,1000000.0,San Francisco
2106,Sanvera Solutions,88.416152,22.582303,"{'type': 'Point', 'coordinates': [88.416152, 22.582303]}",1,advertising,10,2006.0,0.0,kolkata
2107,RuffWire,-81.4830594,31.1568341,"{'type': 'Point', 'coordinates': [-81.4830594, 31.1568341]}",1,social,3,2005.0,600000.0,Brunswick
2108,Vichara Technologies,-74.0055997,40.7075492,"{'type': 'Point', 'coordinates': [-74.0055997, 40.7075492]}",1,software,100,2001.0,0.0,New York
2109,Webtogs,0.544338,51.386522,"{'type': 'Point', 'coordinates': [0.544338, 51.386522]}",1,ecommerce,8,2008.0,0.0,Wincanton
2110,Groove Club,-74.119948,40.809076,"{'type': 'Point', 'coordinates': [-74.119948, 40.809076]}",1,games_video,5,1999.0,83000.0,Lyndhurst
2111,Inadco,-87.626718,41.889832,"{'type': 'Point', 'coordinates': [-87.626718, 41.889832]}",1,advertising,30,2008.0,17000000.0,Palo Alto
2112,Fastmetrics,-122.408646,37.784137,"{'type': 'Point', 'coordinates': [-122.408646, 37.784137]}",1,hardware,9,2002.0,0.0,San Francisco
2113,Spiral Shell Web LLC,-72.51949,41.595196,"{'type': 'Point', 'coordinates': [-72.51949, 41.595196]}",1,public_relations,2,2000.0,0.0,East Hampton
2114,youcalc,12.558307,55.672869,"{'type': 'Point', 'coordinates': [12.558307, 55.672869]}",1,enterprise,8,2006.0,3840000.0,Copenhagen
2115,SysArc,-77.110678,39.041778,"{'type': 'Point', 'coordinates': [-77.110678, 39.041778]}",2,consulting,19,2004.0,0.0,Rockville
2116,Stuart Matthews,-123.093583,49.280756,"{'type': 'Point', 'coordinates': [-123.093583, 49.280756]}",1,advertising,2,1999.0,0.0,Vancouver
2117,Zirana,-122.031435,37.299332,"{'type': 'Point', 'coordinates': [-122.031435, 37.299332]}",1,web,6,2007.0,0.0,San Jose
2118,DESIGN about TOWN,-122.403312,37.797909,"{'type': 'Point', 'coordinates': [-122.403312, 37.797909]}",1,web,3,2005.0,0.0,SF
2119,"Raland Technologies, LLC",-77.1834433,39.1021065,"{'type': 'Point', 'coordinates': [-77.1834433, 39.1021065]}",1,biotech,50,1999.0,0.0,Rockville
2120,SuiteMatch,-74.039011,40.747005,"{'type': 'Point', 'coordinates': [-74.039011, 40.747005]}",1,web,3,2007.0,0.0,Hoboken
2121,Treasuremytext,-3.036415,53.386432,"{'type': 'Point', 'coordinates': [-3.036415, 53.386432]}",1,mobile,2,2008.0,0.0,Prenton
2122,YellowSpaces,-73.990024,40.739867,"{'type': 'Point', 'coordinates': [-73.990024, 40.739867]}",1,web,1,2008.0,0.0,New York
2123,HelpMeTy,-93.190885,45.045772,"{'type': 'Point', 'coordinates': [-93.190885, 45.045772]}",1,hardware,16,2006.0,0.0,New Brighton
2124,RevJobs,-119.8084281,34.4335255,"{'type': 'Point', 'coordinates': [-119.8084281, 34.4335255]}",1,web,1,2008.0,0.0,Santa Barbara
2125,Politics4All,-86.236985,32.358311,"{'type': 'Point', 'coordinates': [-86.236985, 32.358311]}",2,web,6,2006.0,0.0,Montgomery
2126,Swell Pregnancy Guide,-111.968932,33.420952,"{'type': 'Point', 'coordinates': [-111.968932, 33.420952]}",1,public_relations,12,2004.0,0.0,Tempe
2127,Tubefilter,-118.350486,34.070436,"{'type': 'Point', 'coordinates': [-118.350486, 34.070436]}",1,games_video,12,2008.0,0.0,Los Angeles
2128,Ecolect,-122.410111,37.776769,"{'type': 'Point', 'coordinates': [-122.410111, 37.776769]}",2,cleantech,3,2007.0,0.0,San Francisco
2129,Spellspace,-117.11359,34.265641,"{'type': 'Point', 'coordinates': [-117.11359, 34.265641]}",1,web,2,2008.0,0.0,Lake Arrowhead
2130,joozip,-89.530448,43.028539,"{'type': 'Point', 'coordinates': [-89.530448, 43.028539]}",1,other,2,2008.0,0.0,Madison
2131,WebSpace 4 Rent,-81.6555,30.3318,"{'type': 'Point', 'coordinates': [-81.6555, 30.3318]}",1,network_hosting,1,1997.0,0.0,JACKSONVILLE
2132,911 security cameras,-96.728381,32.909123,"{'type': 'Point', 'coordinates': [-96.728381, 32.909123]}",1,consulting,19,1997.0,0.0,Houston
